Invoice_No,Customer_ID,Invoice_Amount,Outstanding_Amount,Due_Days
INV0030375,CUST2450,62307,36460,153
INV0030376,CUST7077,203835,153018,86
INV0030377,CUST2204,26207,14823,134
INV0030378,CUST2904,86438,43987,0
INV0030379,CUST7675,6721,3439,98
INV0030380,CUST9216,114607,25132,102
INV0030381,CUST7094,163069,92745,98
INV0030382,CUST9426,51684,19136,163
INV0030383,CUST8807,236873,168444,97
INV0030384,CUST3993,107071,49705,0
INV0030385,CUST3575,39986,27229,43
INV0030386,CUST5180,134308,63733,140
INV0030387,CUST2399,24819,2650,157
INV0030388,CUST6832,217732,168219,154
INV0030389,CUST2974,16252,13179,67
INV0030390,CUST9063,67997,44601,9
INV0030391,CUST5340,41684,41225,11
INV0030392,CUST5057,269270,8756,174
INV0030393,CUST2815,170735,161424,52
INV0030394,CUST7077,235630,103431,56
INV0030395,CUST7745,118636,74341,53
INV0030396,CUST6234,224630,9568,59
INV0030397,CUST2114,183994,3355,47
INV0030398,CUST8841,300000,30198,177
INV0030399,CUST1309,118563,73368,50
INV0030400,CUST9124,89110,5300,112
INV0030401,CUST6181,131186,57370,27
INV0030402,CUST8563,215676,184951,9
INV0030403,CUST3168,24854,11756,108
INV0030404,CUST3467,34842,32053,65
INV0030405,CUST8304,196093,43714,30
INV0030406,CUST3731,259537,33122,118
INV0030407,CUST4965,208480,155611,78
INV0030408,CUST2239,248595,119928,50
INV0030409,CUST1525,268921,54427,111
INV0030410,CUST3499,155428,59852,136
INV0030411,CUST7364,91075,11835,101
INV0030412,CUST3340,187672,125828,76
INV0030413,CUST2101,183635,53955,90
INV0030414,CUST1420,134488,120626,172
INV0030415,CUST9476,142997,69137,81
INV0030416,CUST4913,228107,183144,53
INV0030417,CUST9147,278551,228991,136
INV0030418,CUST9922,20730,10275,175
INV0030419,CUST5796,111070,55593,172
INV0030420,CUST8520,230006,88625,124
INV0030421,CUST8822,215589,146425,13
INV0030422,CUST6695,129693,72016,107
INV0030423,CUST5907,14731,12056,97
INV0030424,CUST7668,217521,163342,52
INV0030425,CUST1389,144074,137316,21
INV0030426,CUST9014,255414,239266,155
INV0030427,CUST3736,226305,196522,171
INV0030428,CUST5394,174815,97100,42
INV0030429,CUST3424,151492,135935,146
INV0030430,CUST7867,17908,5855,46
INV0030431,CUST9642,289645,49606,158
INV0030432,CUST5570,234557,233741,78
INV0030433,CUST7674,249772,78645,119
INV0030434,CUST6484,190264,155038,172
INV0030435,CUST7205,36636,273,63
INV0030436,CUST9497,211505,97856,59
INV0030437,CUST4632,74895,64916,142
INV0030438,CUST9565,159060,17894,80
INV0030439,CUST7364,16337,14959,84
INV0030440,CUST7610,73627,33210,158
INV0030441,CUST8202,92180,43053,72
INV0030442,CUST7435,126550,82073,52
INV0030443,CUST5006,233515,141502,114
INV0030444,CUST1059,73677,28191,122
INV0030445,CUST3167,20303,4730,128
INV0030446,CUST7734,235172,168425,177
INV0030447,CUST3610,91113,17594,45
INV0030448,CUST9505,112671,107097,134
INV0030449,CUST2329,241739,182095,6
INV0030450,CUST9732,69501,21139,121
INV0030451,CUST4266,224003,14112,131
INV0030452,CUST1310,140984,22310,79
INV0030453,CUST2093,229762,34506,70
INV0030454,CUST4451,197520,157369,7
INV0030455,CUST6255,257360,64393,133
INV0030456,CUST8964,156004,39018,41
INV0030457,CUST6597,150092,66072,137
INV0030458,CUST4864,160088,34421,68
INV0030459,CUST5036,236616,150402,102
INV0030460,CUST4378,233973,59288,91
INV0030461,CUST1893,31020,83,74
INV0030462,CUST8890,98562,71253,38
INV0030463,CUST3407,208136,153467,17
INV0030464,CUST3158,84058,31409,128
INV0030465,CUST8664,254334,150186,110
INV0030466,CUST6932,277124,8975,82
INV0030467,CUST5048,56309,23277,19
INV0030468,CUST9088,121650,8931,131
INV0030469,CUST1330,35393,32316,74
INV0030470,CUST8412,128810,60134,1
INV0030471,CUST4066,169618,158021,103
INV0030472,CUST9893,295636,211114,174
INV0030473,CUST5477,13219,1626,140
INV0030474,CUST2785,223929,188146,17
INV0030475,CUST4392,280688,217371,164
INV0030476,CUST9126,13256,6156,36
INV0030477,CUST5641,62490,62109,150
INV0030478,CUST8170,297403,57692,16
INV0030479,CUST7468,127966,127872,53
INV0030480,CUST1997,244574,130523,35
INV0030481,CUST8216,35587,27240,38
INV0030482,CUST4628,93640,59494,138
INV0030483,CUST5725,97894,42348,56
INV0030484,CUST1580,192238,53988,68
INV0030485,CUST9534,12017,2183,114
INV0030486,CUST8886,190060,99216,115
INV0030487,CUST4704,262249,198466,32
INV0030488,CUST1618,25365,12910,173
INV0030489,CUST2113,18082,15586,132
INV0030490,CUST3148,37641,416,163
INV0030491,CUST3627,202419,53688,176
INV0030492,CUST1369,197094,144260,154
INV0030493,CUST7626,82068,41716,49
INV0030494,CUST4534,62419,58191,106
INV0030495,CUST9778,217158,140749,28
INV0030496,CUST6029,108526,85867,132
INV0030497,CUST6872,216111,129392,151
INV0030498,CUST5863,66973,51883,154
INV0030499,CUST3813,137512,3231,67
INV0030500,CUST1833,285801,173118,147
INV0030501,CUST4631,227284,215508,6
INV0030502,CUST2096,176889,17806,140
INV0030503,CUST7938,169117,27408,159
INV0030504,CUST9571,291014,83977,106
INV0030505,CUST9143,99325,58155,71
INV0030506,CUST3455,116025,105374,13
INV0030507,CUST1808,74782,46030,35
INV0030508,CUST9802,76343,23059,112
INV0030509,CUST1954,169063,111885,104
INV0030510,CUST3876,83716,74588,102
INV0030511,CUST5356,6188,2449,170
INV0030512,CUST2783,105110,33038,13
INV0030513,CUST6522,281076,236448,126
INV0030514,CUST2927,155358,69984,53
INV0030515,CUST4821,198743,16368,124
INV0030516,CUST9379,54405,36525,49
INV0030517,CUST3236,215466,68872,116
INV0030518,CUST6708,254562,75832,70
INV0030519,CUST9569,83143,64801,74
INV0030520,CUST7000,202487,39834,67
INV0030521,CUST5825,36078,16972,55
INV0030522,CUST4642,157139,7594,145
INV0030523,CUST5341,20538,16712,15
INV0030524,CUST6195,91063,90478,28
INV0030525,CUST2985,152491,150842,15
INV0030526,CUST7740,229498,19244,12
INV0030527,CUST5044,34168,1094,10
INV0030528,CUST2753,80057,75064,97
INV0030529,CUST8772,107488,48749,59
INV0030530,CUST5817,89246,26784,31
INV0030531,CUST4215,64755,49767,90
INV0030532,CUST6684,143372,4872,65
INV0030533,CUST3609,75699,71643,137
INV0030534,CUST1178,134308,9948,99
INV0030535,CUST8174,17944,17674,74
INV0030536,CUST9217,117126,31320,39
INV0030537,CUST4321,49339,15881,104
INV0030538,CUST1635,44334,29917,33
INV0030539,CUST4885,192256,15944,157
INV0030540,CUST8344,120599,2870,155
INV0030541,CUST6049,30928,25895,85
INV0030542,CUST5149,96729,44373,37
INV0030543,CUST2935,73539,62476,136
INV0030544,CUST4149,46537,9381,19
INV0030545,CUST1357,130406,52962,5
INV0030546,CUST3906,12735,10497,50
INV0030547,CUST6501,238634,204764,38
INV0030548,CUST9629,163368,97699,63
INV0030549,CUST4560,71796,37526,99
INV0030550,CUST3708,101290,50824,90
INV0030551,CUST2219,233359,102500,171
INV0030552,CUST2907,296275,278682,112
INV0030553,CUST1334,205989,46905,26
INV0030554,CUST1213,97429,700,114
INV0030555,CUST6910,86732,7564,135
INV0030556,CUST3597,232386,29153,96
INV0030557,CUST7646,166831,147033,41
INV0030558,CUST8868,57891,8389,95
INV0030559,CUST3427,67155,37285,74
INV0030560,CUST4355,113257,92681,65
INV0030561,CUST9800,266285,109100,93
INV0030562,CUST1582,6943,2866,35
INV0030563,CUST8304,212150,194407,177
INV0030564,CUST1578,10417,4285,172
INV0030565,CUST5491,52470,29150,105
INV0030566,CUST8030,200222,37273,21
INV0030567,CUST7798,199704,144805,139
INV0030568,CUST6983,261544,75008,101
INV0030569,CUST1556,167447,73927,60
INV0030570,CUST3981,263791,30518,118
INV0030571,CUST5303,192936,149893,36
INV0030572,CUST4882,280127,247985,63
INV0030573,CUST5505,289929,205136,81
INV0030574,CUST4189,8526,1339,36
INV0030575,CUST6648,289018,259419,110
INV0030576,CUST8268,55757,12688,0
INV0030577,CUST2324,69203,46514,116
INV0030578,CUST2325,71643,38141,37
INV0030579,CUST4592,127851,98026,74
INV0030580,CUST4751,287334,89404,7
INV0030581,CUST9853,8879,2529,105
INV0030582,CUST9367,202082,84717,96
INV0030583,CUST9476,94929,58752,46
INV0030584,CUST7273,136238,36139,175
INV0030585,CUST2612,208157,37906,30
INV0030586,CUST7606,42734,20917,7
INV0030587,CUST3553,27291,14231,92
INV0030588,CUST3562,171649,458,11
INV0030589,CUST8208,145420,33501,14
INV0030590,CUST9839,270786,129396,90
INV0030591,CUST3625,166186,72263,154
INV0030592,CUST4789,26843,7245,123
INV0030593,CUST5236,292786,204914,66
INV0030594,CUST1753,131820,74576,131
INV0030595,CUST4644,243281,90651,78
INV0030596,CUST4846,229684,94555,19
INV0030597,CUST6163,49827,28617,24
INV0030598,CUST7005,219115,4447,22
INV0030599,CUST9474,2741,409,106
INV0030600,CUST5491,26006,16887,46
INV0030601,CUST5469,178408,124729,28
INV0030602,CUST4105,128386,13045,69
INV0030603,CUST3736,38105,37500,63
INV0030604,CUST4004,18892,5841,129
INV0030605,CUST9546,289989,14109,121
INV0030606,CUST2314,258638,35064,42
INV0030607,CUST7011,191513,89441,120
INV0030608,CUST2996,139832,17175,66
INV0030609,CUST3993,288960,145200,68
INV0030610,CUST4734,104375,71433,11
INV0030611,CUST9621,21887,18551,87
INV0030612,CUST6174,21255,17412,122
INV0030613,CUST3781,60457,43211,50
INV0030614,CUST8071,24549,14178,154
INV0030615,CUST2960,259683,85742,93
INV0030616,CUST2884,70858,45008,121
INV0030617,CUST3121,74764,16321,113
INV0030618,CUST6970,282612,19521,143
INV0030619,CUST2857,283197,259254,180
INV0030620,CUST6929,239916,23280,105
INV0030621,CUST6419,269104,109595,100
INV0030622,CUST1288,84373,15215,144
INV0030623,CUST8572,272912,232816,32
INV0030624,CUST3552,97768,58142,1
INV0030625,CUST9019,272617,146157,138
INV0030626,CUST7812,211825,170721,125
INV0030627,CUST9236,272126,73008,58
INV0030628,CUST2709,15973,14843,79
INV0030629,CUST3463,95454,28573,9
INV0030630,CUST6216,276761,38835,108
INV0030631,CUST5304,173100,56446,42
INV0030632,CUST2168,267915,4788,160
INV0030633,CUST7109,281068,51192,42
INV0030634,CUST3089,167845,106654,40
INV0030635,CUST1158,26983,18274,6
INV0030636,CUST2165,207864,3940,176
INV0030637,CUST8909,225066,181486,124
INV0030638,CUST2337,196027,42060,106
INV0030639,CUST8669,89417,19520,30
INV0030640,CUST4474,210216,64655,18
INV0030641,CUST2001,116464,35918,94
INV0030642,CUST1870,208325,2299,176
INV0030643,CUST8601,250785,123973,156
INV0030644,CUST2956,188298,20734,116
INV0030645,CUST7014,153122,59715,159
INV0030646,CUST7053,134552,72313,58
INV0030647,CUST8983,241824,187038,4
INV0030648,CUST1925,174141,35848,39
INV0030649,CUST2678,17459,10468,1
INV0030650,CUST4478,72485,49572,91
INV0030651,CUST2818,253934,91736,141
INV0030652,CUST7666,190685,181537,95
INV0030653,CUST9958,90006,41199,179
INV0030654,CUST3395,44676,15133,172
INV0030655,CUST3240,249483,230664,112
INV0030656,CUST3658,286279,222091,130
INV0030657,CUST8997,217563,129094,135
INV0030658,CUST8406,59013,38564,120
INV0030659,CUST3128,50465,16427,29
INV0030660,CUST2109,41435,23513,145
INV0030661,CUST9886,280010,105269,61
INV0030662,CUST3406,197123,131866,71
INV0030663,CUST4598,96438,30799,74
INV0030664,CUST9301,160199,85889,86
INV0030665,CUST9069,58302,48402,57
INV0030666,CUST8211,262249,59877,128
INV0030667,CUST2140,203362,110187,19
INV0030668,CUST3584,79412,43227,28
INV0030669,CUST6891,235628,12773,174
INV0030670,CUST7707,70616,22756,128
INV0030671,CUST8804,107930,15774,6
INV0030672,CUST7140,279838,148373,48
INV0030673,CUST6664,249217,146189,83
INV0030674,CUST4548,124925,120019,85
INV0030675,CUST5563,220377,187877,133
INV0030676,CUST4239,55194,30367,69
INV0030677,CUST8616,287342,111955,100
INV0030678,CUST7772,207983,101820,8
INV0030679,CUST1355,103611,66810,154
INV0030680,CUST3198,116014,93227,22
INV0030681,CUST5432,38407,16947,11
INV0030682,CUST6933,227496,99772,6
INV0030683,CUST6718,109492,98361,11
INV0030684,CUST4895,183060,62442,170
INV0030685,CUST8082,176954,76238,3
INV0030686,CUST7104,159915,95092,60
INV0030687,CUST1823,99422,9654,128
INV0030688,CUST5707,200481,154259,33
INV0030689,CUST7585,53934,11175,156
INV0030690,CUST3131,238975,142700,59
INV0030691,CUST9263,210389,35410,118
INV0030692,CUST6657,81997,66402,85
INV0030693,CUST6472,274796,23217,31
INV0030694,CUST7161,59047,43368,104
INV0030695,CUST7877,190848,84193,144
INV0030696,CUST7209,159477,1628,95
INV0030697,CUST4265,222467,33240,80
INV0030698,CUST3373,249880,213202,14
INV0030699,CUST3328,299099,19878,52
INV0030700,CUST6096,46941,34984,86
INV0030701,CUST5480,201113,163913,68
INV0030702,CUST4550,260065,172707,58
INV0030703,CUST8491,176866,55997,89
INV0030704,CUST7168,277914,243301,108
INV0030705,CUST7484,235531,34671,116
INV0030706,CUST4368,218498,189902,176
INV0030707,CUST6732,249728,63350,57
INV0030708,CUST8000,216424,70999,62
INV0030709,CUST7203,54670,24298,42
INV0030710,CUST9085,70906,8018,162
INV0030711,CUST5907,184879,145096,36
INV0030712,CUST2310,214186,143396,4
INV0030713,CUST4180,255973,29199,40
INV0030714,CUST6163,37471,12018,65
INV0030715,CUST9989,189324,3882,12
INV0030716,CUST1949,170415,62255,2
INV0030717,CUST5740,70034,67794,35
INV0030718,CUST8510,215540,26346,161
INV0030719,CUST3624,226556,17689,59
INV0030720,CUST5937,8599,4823,154
INV0030721,CUST6574,238384,106687,64
INV0030722,CUST4192,236964,234466,112
INV0030723,CUST8841,70786,29594,78
INV0030724,CUST1367,259985,48636,6
INV0030725,CUST6462,270774,37986,98
INV0030726,CUST2684,120169,69174,128
INV0030727,CUST7080,114127,101919,121
INV0030728,CUST3594,155834,31765,9
INV0030729,CUST8003,97104,50473,62
INV0030730,CUST9265,90329,67614,169
INV0030731,CUST2545,246630,181373,67
INV0030732,CUST2421,195682,140780,22
INV0030733,CUST2768,81097,62986,50
INV0030734,CUST3874,82569,74239,84
INV0030735,CUST4204,229659,152099,96
INV0030736,CUST8551,237949,131998,134
INV0030737,CUST6954,196618,7438,146
INV0030738,CUST4961,178408,161205,24
INV0030739,CUST1647,197348,1380,66
INV0030740,CUST6783,66129,975,72
INV0030741,CUST6497,52425,25313,58
INV0030742,CUST1065,90313,36007,173
INV0030743,CUST7776,197453,18223,123
INV0030744,CUST8881,225918,61846,109
INV0030745,CUST6663,150867,28671,54
INV0030746,CUST5595,206472,2575,11
INV0030747,CUST1253,20963,3954,88
INV0030748,CUST3093,108950,100232,78
INV0030749,CUST7791,31016,4095,35
INV0030750,CUST5072,257905,232986,172
INV0030751,CUST9640,65306,47287,44
INV0030752,CUST5525,141984,18672,17
INV0030753,CUST2573,258553,250488,146
INV0030754,CUST8351,147889,61864,93
INV0030755,CUST7168,50924,33854,89
INV0030756,CUST7014,271549,237561,105
INV0030757,CUST2575,65171,25005,52
INV0030758,CUST8493,291480,50816,110
INV0030759,CUST4155,93876,23208,77
INV0030760,CUST3485,244439,46142,0
INV0030761,CUST9107,41157,32068,84
INV0030762,CUST1417,61997,51348,52
INV0030763,CUST6931,21383,2902,17
INV0030764,CUST2088,167123,46378,11
INV0030765,CUST3411,150918,2502,152
INV0030766,CUST6404,214101,120774,133
INV0030767,CUST5182,128384,89011,14
INV0030768,CUST2442,123962,123314,26
INV0030769,CUST1324,122377,31394,69
INV0030770,CUST7894,14530,10836,82
INV0030771,CUST7252,188504,40654,87
INV0030772,CUST2165,130792,38502,52
INV0030773,CUST4507,297019,246524,30
INV0030774,CUST4402,75522,34201,78
INV0030775,CUST4764,5365,4270,104
INV0030776,CUST6808,137818,113047,130
INV0030777,CUST5772,93003,88610,94
INV0030778,CUST5889,25960,15837,59
INV0030779,CUST1521,240822,197952,21
INV0030780,CUST2466,170584,11794,106
INV0030781,CUST4845,262717,142675,148
INV0030782,CUST8340,295351,195878,144
INV0030783,CUST3191,10157,5433,5
INV0030784,CUST2317,174036,109636,179
INV0030785,CUST8924,282045,48652,74
INV0030786,CUST6341,15699,6392,123
INV0030787,CUST3463,200340,4260,71
INV0030788,CUST3522,142767,90927,91
INV0030789,CUST5606,47598,37102,63
INV0030790,CUST2779,79033,69538,103
INV0030791,CUST2030,74520,6168,98
INV0030792,CUST3033,264699,173583,61
INV0030793,CUST4656,118733,32233,119
INV0030794,CUST3173,123144,44042,34
INV0030795,CUST6994,39354,14466,158
INV0030796,CUST8071,4641,2065,11
INV0030797,CUST6581,294616,246579,130
INV0030798,CUST4104,198543,176214,161
INV0030799,CUST8962,82691,8479,151
INV0030800,CUST3016,115332,35860,24
INV0030801,CUST5150,5080,4818,161
INV0030802,CUST6151,39828,17733,167
INV0030803,CUST1584,26987,13165,164
INV0030804,CUST7423,165271,67390,30
INV0030805,CUST7050,228886,161957,30
INV0030806,CUST6415,8392,5264,136
INV0030807,CUST9913,65594,15638,29
INV0030808,CUST8700,41542,16656,139
INV0030809,CUST8689,147111,3500,89
INV0030810,CUST8049,286040,77175,47
INV0030811,CUST1099,78403,64405,34
INV0030812,CUST2797,130429,20231,170
INV0030813,CUST7728,290285,267558,24
INV0030814,CUST6074,141004,7727,11
INV0030815,CUST5997,199555,2103,155
INV0030816,CUST6980,66109,64890,9
INV0030817,CUST2409,215201,124303,32
INV0030818,CUST4515,92133,11617,42
INV0030819,CUST2342,270541,22090,9
INV0030820,CUST2371,135215,36716,15
INV0030821,CUST9879,62664,49561,67
INV0030822,CUST7523,138753,101793,14
INV0030823,CUST8076,94840,36493,35
INV0030824,CUST4165,204569,55820,132
INV0030825,CUST8296,120337,21276,32
INV0030826,CUST5617,189089,110733,177
INV0030827,CUST8777,63787,31182,35
INV0030828,CUST8390,119663,6496,160
INV0030829,CUST6836,110070,28140,39
INV0030830,CUST9943,183917,157789,122
INV0030831,CUST1492,292947,264371,68
INV0030832,CUST5563,240160,23388,151
INV0030833,CUST2617,45801,45118,176
INV0030834,CUST2119,42203,15226,71
INV0030835,CUST4951,86634,58996,171
INV0030836,CUST8975,44769,5086,84
INV0030837,CUST7978,59420,39011,151
INV0030838,CUST5415,84016,39142,173
INV0030839,CUST7356,167670,39037,136
INV0030840,CUST3060,289004,140490,89
INV0030841,CUST6739,188546,87219,118
INV0030842,CUST7259,268495,49387,56
INV0030843,CUST3967,250159,90687,109
INV0030844,CUST3501,271977,185052,170
INV0030845,CUST5058,169235,143819,116
INV0030846,CUST5749,227793,200365,40
INV0030847,CUST1392,246514,27554,89
INV0030848,CUST6970,34115,7804,49
INV0030849,CUST3037,205123,136116,36
INV0030850,CUST7015,287427,5113,28
INV0030851,CUST1156,288256,29930,156
INV0030852,CUST5625,117524,51326,57
INV0030853,CUST9540,95712,58534,104
INV0030854,CUST8057,111053,44680,42
INV0030855,CUST9654,45783,25107,17
INV0030856,CUST1115,264611,239661,166
INV0030857,CUST9033,49809,41596,8
INV0030858,CUST6552,220723,71807,117
INV0030859,CUST3413,197266,193022,137
INV0030860,CUST5503,101077,68448,68
INV0030861,CUST2007,247816,81313,49
INV0030862,CUST5115,22035,8533,63
INV0030863,CUST8540,27027,267,97
INV0030864,CUST2964,97525,15657,127
INV0030865,CUST2565,156659,78468,95
INV0030866,CUST9551,208947,121836,103
INV0030867,CUST9105,254842,108435,155
INV0030868,CUST8959,20866,11159,125
INV0030869,CUST9603,95280,35060,112
INV0030870,CUST1107,22344,3008,95
INV0030871,CUST1586,186602,43275,159
INV0030872,CUST3057,223571,210090,54
INV0030873,CUST4922,136199,41683,146
INV0030874,CUST1293,64700,20397,22
INV0030875,CUST6155,228241,107484,157
INV0030876,CUST8285,246508,231859,99
INV0030877,CUST2086,271514,254478,100
INV0030878,CUST4319,210282,670,133
INV0030879,CUST4159,155588,52171,93
INV0030880,CUST4098,105574,43852,4
INV0030881,CUST7700,122756,49282,108
INV0030882,CUST8274,281370,68104,132
INV0030883,CUST7157,51523,17272,158
INV0030884,CUST1721,116283,62369,100
INV0030885,CUST7585,72857,35354,151
INV0030886,CUST2707,44140,36390,97
INV0030887,CUST7004,291667,151293,169
INV0030888,CUST6023,157731,29729,33
INV0030889,CUST8317,28272,23092,29
