Vendor_ID,Bill_No,Bill_Amount,Outstanding,Due_Days
VEND6512,BILL0032655,241367,203781,80
VEND2284,BILL0032656,94143,84715,161
VEND8218,BILL0032657,119453,68048,165
VEND7180,BILL0032658,204302,29040,16
VEND1076,BILL0032659,15419,15238,50
VEND9309,BILL0032660,227724,161459,138
VEND2543,BILL0032661,229748,192377,156
VEND5673,BILL0032662,202425,28996,105
VEND1097,BILL0032663,88881,9708,85
VEND7355,BILL0032664,152436,58941,123
VEND7892,BILL0032665,224242,136490,155
VEND9266,BILL0032666,212919,51249,147
VEND5616,BILL0032667,218580,115250,131
VEND5820,BILL0032668,67976,39289,130
VEND6668,BILL0032669,129687,111009,63
VEND1415,BILL0032670,159103,154216,10
VEND6792,BILL0032671,134575,126761,2
VEND9167,BILL0032672,183433,110316,104
VEND1052,BILL0032673,151997,67613,71
VEND5098,BILL0032674,248408,193039,2
VEND5766,BILL0032675,83586,40001,33
VEND6701,BILL0032676,35041,23176,21
VEND3382,BILL0032677,7266,1138,81
VEND6721,BILL0032678,62659,20021,128
VEND8928,BILL0032679,247685,233714,136
VEND2115,BILL0032680,41714,1861,139
VEND1862,BILL0032681,22196,3275,180
VEND5849,BILL0032682,130651,1700,111
VEND5401,BILL0032683,96546,48094,148
VEND8914,BILL0032684,171481,99352,63
VEND9509,BILL0032685,174555,140284,66
VEND3194,BILL0032686,1500,103,95
VEND2277,BILL0032687,31533,26359,154
VEND4414,BILL0032688,170481,22313,61
VEND7307,BILL0032689,165611,103567,67
VEND4767,BILL0032690,134059,32804,138
VEND7161,BILL0032691,160708,146995,158
VEND9065,BILL0032692,168395,90706,125
VEND3609,BILL0032693,106677,82401,170
VEND1658,BILL0032694,127374,109112,60
VEND9122,BILL0032695,28294,1474,152
VEND2366,BILL0032696,144901,104890,100
VEND8958,BILL0032697,165797,36951,153
VEND2331,BILL0032698,106281,73750,87
VEND2414,BILL0032699,199396,180764,58
VEND3953,BILL0032700,35385,24397,65
VEND2003,BILL0032701,2746,1835,95
VEND1648,BILL0032702,73848,26319,85
VEND7022,BILL0032703,94389,16697,173
VEND7160,BILL0032704,162389,8744,174
VEND8345,BILL0032705,87968,29876,61
VEND9669,BILL0032706,88686,47844,140
VEND9151,BILL0032707,201963,187953,18
VEND4370,BILL0032708,230245,12466,121
VEND4186,BILL0032709,29809,739,24
VEND6547,BILL0032710,66280,49336,61
VEND2766,BILL0032711,52360,27919,121
VEND2445,BILL0032712,199768,14450,170
VEND4148,BILL0032713,43906,13527,49
VEND7389,BILL0032714,21316,20166,17
VEND8457,BILL0032715,147189,61671,12
VEND3782,BILL0032716,9099,1888,18
VEND6330,BILL0032717,163561,64144,140
VEND5872,BILL0032718,77132,59047,4
VEND1230,BILL0032719,154013,14108,166
VEND9223,BILL0032720,126778,91047,165
VEND6912,BILL0032721,56907,46196,53
VEND7861,BILL0032722,100249,80350,8
VEND2381,BILL0032723,31160,19266,88
VEND8420,BILL0032724,114657,88544,3
VEND1845,BILL0032725,202028,136348,110
VEND2646,BILL0032726,121745,77904,51
VEND7500,BILL0032727,220106,96578,121
VEND8980,BILL0032728,6065,2706,111
VEND8871,BILL0032729,210126,82687,125
VEND3511,BILL0032730,81023,52840,50
VEND5523,BILL0032731,235548,19210,111
VEND1166,BILL0032732,228922,124100,180
VEND8924,BILL0032733,197572,29620,153
VEND8498,BILL0032734,32569,15865,3
VEND9016,BILL0032735,217956,35735,133
VEND4391,BILL0032736,36585,12932,91
VEND7049,BILL0032737,131276,65426,108
VEND3980,BILL0032738,51661,43275,94
VEND1219,BILL0032739,25945,20343,57
VEND4081,BILL0032740,109168,13220,111
VEND2742,BILL0032741,221270,42328,87
VEND3097,BILL0032742,209570,64643,24
VEND4826,BILL0032743,149994,38317,125
VEND8058,BILL0032744,141320,41817,148
VEND6292,BILL0032745,195891,81205,35
VEND7476,BILL0032746,218869,62113,35
VEND3977,BILL0032747,18648,18026,30
VEND4643,BILL0032748,239559,99434,21
VEND2417,BILL0032749,185669,170029,106
VEND8416,BILL0032750,246760,232177,73
VEND9294,BILL0032751,129353,11270,97
VEND6014,BILL0032752,72694,34033,42
VEND6594,BILL0032753,172250,43448,101
VEND7925,BILL0032754,93845,84499,12
VEND7146,BILL0032755,21889,1297,97
VEND4557,BILL0032756,78516,47243,70
VEND8098,BILL0032757,71375,4200,93
VEND2147,BILL0032758,229903,81240,28
VEND2362,BILL0032759,73690,44735,85
VEND7440,BILL0032760,99311,13356,18
VEND4660,BILL0032761,109132,85579,28
VEND3895,BILL0032762,8271,4382,89
VEND6809,BILL0032763,101037,53745,91
VEND9237,BILL0032764,248697,106861,119
VEND6261,BILL0032765,113803,48035,141
VEND2431,BILL0032766,192408,143062,133
VEND1044,BILL0032767,241205,138680,130
VEND6651,BILL0032768,137055,97748,169
VEND9299,BILL0032769,158733,128335,9
VEND7922,BILL0032770,150908,67290,105
VEND3801,BILL0032771,217462,202289,52
VEND3543,BILL0032772,75565,33768,80
VEND6727,BILL0032773,230082,118495,160
VEND7999,BILL0032774,230682,122411,28
VEND8166,BILL0032775,32315,718,52
VEND4802,BILL0032776,26127,4157,5
VEND5776,BILL0032777,233528,72806,61
VEND9563,BILL0032778,15008,5337,49
VEND8817,BILL0032779,200533,182814,84
VEND6363,BILL0032780,68356,54866,60
VEND9337,BILL0032781,199463,103570,61
VEND4725,BILL0032782,21941,21602,150
VEND3455,BILL0032783,247965,52497,55
VEND3781,BILL0032784,85797,34478,78
VEND2919,BILL0032785,244890,94407,148
VEND2157,BILL0032786,196664,166631,165
VEND1345,BILL0032787,179400,76286,62
VEND3154,BILL0032788,14806,1125,46
VEND7258,BILL0032789,102520,77945,97
VEND8189,BILL0032790,152669,126139,43
VEND5557,BILL0032791,47901,39876,167
VEND1885,BILL0032792,21655,5743,163
VEND8119,BILL0032793,84238,52921,63
VEND3829,BILL0032794,44595,339,81
VEND7012,BILL0032795,212679,27176,172
VEND6586,BILL0032796,214773,47838,91
VEND1392,BILL0032797,75308,31781,15
VEND4157,BILL0032798,77593,69878,52
VEND4369,BILL0032799,39153,26534,119
VEND6569,BILL0032800,224930,105848,47
VEND6627,BILL0032801,11500,3701,63
VEND4800,BILL0032802,92015,53601,92
VEND4388,BILL0032803,161764,33759,87
VEND4889,BILL0032804,140481,15851,133
VEND8217,BILL0032805,194539,128429,68
VEND3127,BILL0032806,238083,71930,165
VEND5179,BILL0032807,29026,26895,98
VEND7997,BILL0032808,106336,2825,154
VEND1528,BILL0032809,225769,102159,171
VEND1512,BILL0032810,57109,39115,166
VEND8113,BILL0032811,163955,37721,105
VEND1119,BILL0032812,143012,18594,15
VEND5060,BILL0032813,207529,162184,0
VEND5161,BILL0032814,147871,39983,163
VEND4144,BILL0032815,36474,30211,116
VEND9345,BILL0032816,54816,53762,81
VEND6425,BILL0032817,242537,83251,109
VEND4642,BILL0032818,60260,50402,127
VEND8150,BILL0032819,32916,10297,78
VEND4165,BILL0032820,242168,48775,22
VEND1922,BILL0032821,99044,97800,45
VEND9067,BILL0032822,31673,21515,173
VEND3281,BILL0032823,181375,180401,100
VEND1621,BILL0032824,54339,370,48
VEND8655,BILL0032825,141021,92939,52
VEND5072,BILL0032826,158417,9769,175
VEND5601,BILL0032827,221142,90157,133
VEND4687,BILL0032828,98632,49979,33
VEND8629,BILL0032829,169411,74000,53
VEND5513,BILL0032830,199492,18529,52
VEND3524,BILL0032831,206186,176291,39
VEND2232,BILL0032832,43774,11432,76
VEND9305,BILL0032833,122451,87074,173
VEND6595,BILL0032834,27365,6175,133
VEND2788,BILL0032835,158285,76482,15
VEND7073,BILL0032836,11140,4528,129
VEND2004,BILL0032837,244772,128788,143
VEND6906,BILL0032838,13603,9429,173
VEND9965,BILL0032839,160142,111444,132
VEND8123,BILL0032840,28815,20197,135
VEND6624,BILL0032841,3734,1345,179
VEND4691,BILL0032842,236789,107877,12
VEND7146,BILL0032843,6588,4569,69
VEND9373,BILL0032844,23199,8130,180
VEND7519,BILL0032845,85393,10139,30
VEND7276,BILL0032846,171693,131035,168
VEND2561,BILL0032847,90932,50399,132
VEND6056,BILL0032848,126604,117423,37
VEND1035,BILL0032849,234910,36630,7
VEND8971,BILL0032850,72052,38058,90
VEND1006,BILL0032851,87503,66268,96
VEND9687,BILL0032852,62475,9216,142
VEND4046,BILL0032853,52296,32004,90
VEND8226,BILL0032854,171629,34195,119
VEND9653,BILL0032855,110423,39484,17
VEND3016,BILL0032856,205674,59650,19
VEND2160,BILL0032857,211978,18529,118
VEND7618,BILL0032858,135893,18509,112
VEND5060,BILL0032859,159329,26757,88
VEND7935,BILL0032860,236832,231485,122
VEND3680,BILL0032861,109800,13555,160
VEND8507,BILL0032862,61427,39457,70
VEND3301,BILL0032863,29178,16521,59
VEND2742,BILL0032864,30201,2728,107
VEND1137,BILL0032865,41190,21066,117
VEND4798,BILL0032866,160931,98286,39
VEND7301,BILL0032867,71183,27651,55
VEND5345,BILL0032868,35919,23874,166
VEND8831,BILL0032869,120583,43769,64
VEND8815,BILL0032870,133507,104691,67
VEND1511,BILL0032871,3163,66,117
VEND5354,BILL0032872,149521,137337,178
VEND3091,BILL0032873,146013,103946,159
VEND1687,BILL0032874,108428,37452,139
VEND7363,BILL0032875,189545,128552,48
VEND9867,BILL0032876,94774,87906,110
VEND2838,BILL0032877,187376,113318,31
VEND2200,BILL0032878,92536,71663,19
VEND8533,BILL0032879,14092,1961,156
VEND5279,BILL0032880,20773,6859,131
VEND1519,BILL0032881,29012,23389,33
VEND4691,BILL0032882,53705,28544,117
VEND3416,BILL0032883,20933,1536,101
VEND1457,BILL0032884,191826,127550,146
VEND8919,BILL0032885,173565,70100,103
VEND1569,BILL0032886,25808,20000,28
VEND5471,BILL0032887,152084,31188,81
VEND6045,BILL0032888,157468,1394,75
VEND4184,BILL0032889,70149,11406,105
VEND9354,BILL0032890,242332,20574,2
VEND4937,BILL0032891,186181,184973,70
VEND6189,BILL0032892,19282,14445,136
VEND4479,BILL0032893,150137,106000,15
VEND7431,BILL0032894,113106,93613,37
VEND8840,BILL0032895,147257,22108,145
VEND7737,BILL0032896,39647,7937,96
VEND9659,BILL0032897,56432,37903,133
VEND5821,BILL0032898,108218,60984,123
VEND1003,BILL0032899,85974,11328,118
VEND3453,BILL0032900,107982,6992,113
VEND6149,BILL0032901,25457,6455,2
VEND4588,BILL0032902,171223,116369,1
VEND8342,BILL0032903,4923,1270,120
VEND8619,BILL0032904,178105,6527,2
VEND7738,BILL0032905,165543,65170,180
VEND9798,BILL0032906,211204,110867,105
VEND8018,BILL0032907,180389,175358,6
VEND1548,BILL0032908,108279,22495,125
VEND9013,BILL0032909,38272,19316,153
VEND9985,BILL0032910,142676,52471,67
VEND7846,BILL0032911,247571,51275,65
VEND3685,BILL0032912,67569,7777,37
VEND6457,BILL0032913,168432,124146,39
VEND8552,BILL0032914,120344,92437,147
VEND8741,BILL0032915,33765,17576,168
VEND7671,BILL0032916,137845,128014,119
VEND1734,BILL0032917,77936,50461,9
VEND3317,BILL0032918,5705,3208,14
VEND8102,BILL0032919,52781,21424,83
VEND9054,BILL0032920,135966,116919,147
VEND5042,BILL0032921,195524,24913,6
VEND8515,BILL0032922,110930,35658,24
VEND5565,BILL0032923,144935,79368,0
VEND2834,BILL0032924,48978,33218,28
VEND2309,BILL0032925,27397,24060,146
VEND1148,BILL0032926,174202,53092,28
VEND2772,BILL0032927,105226,90751,147
VEND4664,BILL0032928,200564,103155,76
VEND4746,BILL0032929,133955,122310,105
VEND4985,BILL0032930,206694,72672,14
VEND2765,BILL0032931,39637,17724,6
VEND2175,BILL0032932,75843,74373,103
VEND4876,BILL0032933,121940,65671,6
VEND1673,BILL0032934,5290,2876,9
VEND4746,BILL0032935,14088,3045,69
VEND8658,BILL0032936,131901,3582,130
VEND5526,BILL0032937,169127,82193,177
VEND9634,BILL0032938,3247,2131,82
VEND8117,BILL0032939,164420,1020,102
VEND4800,BILL0032940,52436,2411,147
VEND4591,BILL0032941,61806,35204,60
VEND6543,BILL0032942,192073,158679,15
VEND1483,BILL0032943,136999,38132,162
VEND9622,BILL0032944,170224,29375,149
VEND8264,BILL0032945,89125,20130,61
VEND1451,BILL0032946,209499,19244,160
VEND5108,BILL0032947,2328,1878,162
VEND1984,BILL0032948,203509,197978,144
VEND5887,BILL0032949,177472,38439,79
VEND8829,BILL0032950,135009,32133,167
VEND7760,BILL0032951,207732,95668,154
VEND2377,BILL0032952,78324,71555,41
VEND6022,BILL0032953,20070,17225,103
VEND3538,BILL0032954,81171,35361,0
VEND5756,BILL0032955,29967,15075,64
VEND3829,BILL0032956,208063,48297,79
VEND7776,BILL0032957,123288,61618,32
VEND9649,BILL0032958,23617,14669,60
VEND3609,BILL0032959,107494,65337,39
VEND6942,BILL0032960,55067,30808,37
VEND5730,BILL0032961,37482,26134,46
VEND6197,BILL0032962,26970,11932,71
VEND1639,BILL0032963,177363,163382,64
VEND3754,BILL0032964,68638,39883,133
VEND8279,BILL0032965,34570,7486,120
VEND9388,BILL0032966,185983,8168,133
VEND6650,BILL0032967,67652,33215,159
VEND5363,BILL0032968,28185,27953,171
VEND9599,BILL0032969,104514,33892,20
VEND2259,BILL0032970,96608,35395,28
VEND2833,BILL0032971,7089,1081,127
VEND7404,BILL0032972,67476,49839,95
VEND5291,BILL0032973,29589,23341,77
VEND2215,BILL0032974,237366,152126,144
VEND5095,BILL0032975,182602,40796,167
VEND6472,BILL0032976,95910,88098,45
VEND5346,BILL0032977,123331,94279,4
VEND1427,BILL0032978,144844,9862,10
VEND3050,BILL0032979,59755,48373,88
VEND6391,BILL0032980,97502,6947,45
VEND6938,BILL0032981,140316,57708,26
VEND5174,BILL0032982,54015,15436,120
VEND2032,BILL0032983,230287,207534,154
VEND2043,BILL0032984,125896,56659,87
VEND7286,BILL0032985,177890,18313,163
VEND1691,BILL0032986,91254,89697,171
VEND6345,BILL0032987,139245,53412,75
VEND7656,BILL0032988,188407,128135,94
VEND3200,BILL0032989,240765,168415,6
VEND3561,BILL0032990,105439,77072,179
VEND1160,BILL0032991,111077,30676,93
VEND2898,BILL0032992,127159,87409,59
VEND9398,BILL0032993,45703,40523,126
VEND7396,BILL0032994,3701,3315,169
VEND7730,BILL0032995,171387,58196,106
VEND7222,BILL0032996,165614,46871,170
VEND4236,BILL0032997,160369,86759,29
VEND2351,BILL0032998,170378,52693,156
VEND9134,BILL0032999,148309,31326,116
VEND6348,BILL0033000,136132,69985,172
VEND8763,BILL0033001,49854,32144,152
VEND9401,BILL0033002,188923,124226,156
VEND4307,BILL0033003,40914,22173,41
VEND3521,BILL0033004,59557,11556,69
VEND2788,BILL0033005,173803,74364,158
VEND3831,BILL0033006,146832,97075,66
VEND8515,BILL0033007,55054,15143,170
VEND7681,BILL0033008,169849,101663,141
VEND7299,BILL0033009,85367,44224,113
VEND3699,BILL0033010,221736,219798,159
VEND7508,BILL0033011,71399,312,95
VEND4359,BILL0033012,233878,140809,60
VEND3989,BILL0033013,189735,106541,98
VEND5500,BILL0033014,237592,25361,59
VEND1209,BILL0033015,9308,8408,61
VEND2426,BILL0033016,4917,2793,14
VEND5860,BILL0033017,174560,36710,116
VEND6535,BILL0033018,107820,46771,157
VEND7551,BILL0033019,194528,10973,76
VEND8578,BILL0033020,139809,106614,77
VEND9827,BILL0033021,115863,111875,32
VEND1719,BILL0033022,163735,27179,12
VEND1920,BILL0033023,135988,46645,117
VEND4855,BILL0033024,135856,47593,152
VEND4773,BILL0033025,135116,70492,90
VEND9594,BILL0033026,28130,1784,47
VEND3841,BILL0033027,201202,108229,68
VEND7652,BILL0033028,7836,5658,48
VEND6100,BILL0033029,104860,85480,48
VEND2546,BILL0033030,95630,92422,20
VEND9388,BILL0033031,1378,9,5
VEND9712,BILL0033032,87413,28045,19
VEND4231,BILL0033033,66760,17630,122
VEND2167,BILL0033034,237310,109568,38
VEND7660,BILL0033035,133675,59558,34
VEND5402,BILL0033036,56187,32017,48
VEND9326,BILL0033037,180640,10598,163
VEND3897,BILL0033038,130552,107499,119
VEND6436,BILL0033039,147743,78592,124
VEND9449,BILL0033040,193964,169380,124
VEND9132,BILL0033041,13858,11711,163
VEND5213,BILL0033042,55210,1664,125
VEND4754,BILL0033043,28019,22145,158
VEND3434,BILL0033044,244691,45920,111
VEND2605,BILL0033045,59513,42941,112
VEND1612,BILL0033046,104366,34694,39
VEND7235,BILL0033047,8106,7204,125
VEND5826,BILL0033048,58874,20645,131
VEND1303,BILL0033049,84431,16284,95
VEND5275,BILL0033050,102620,99680,145
VEND2863,BILL0033051,86016,15738,104
VEND8929,BILL0033052,237448,167665,119
VEND8496,BILL0033053,93139,90780,161
VEND6124,BILL0033054,62329,36157,6
VEND6994,BILL0033055,245361,122543,7
VEND1800,BILL0033056,152119,121869,14
VEND2122,BILL0033057,16138,396,21
VEND4415,BILL0033058,118928,13456,62
VEND6935,BILL0033059,242803,217917,168
VEND7881,BILL0033060,166859,11433,138
VEND8659,BILL0033061,211145,65025,45
VEND5505,BILL0033062,120851,10520,76
VEND9332,BILL0033063,6348,5575,16
VEND8845,BILL0033064,22042,21255,108
VEND5089,BILL0033065,26080,17438,4
VEND6288,BILL0033066,151757,11234,163
VEND2256,BILL0033067,207084,117910,83
VEND7187,BILL0033068,231391,191036,123
VEND1256,BILL0033069,115573,85543,40
VEND4296,BILL0033070,167365,63057,33
VEND1195,BILL0033071,68255,3938,52
VEND4424,BILL0033072,159629,83557,162
VEND7590,BILL0033073,140259,137860,31
VEND6987,BILL0033074,76811,12,13
VEND2166,BILL0033075,150087,72108,90
VEND5761,BILL0033076,186524,130558,55
VEND2787,BILL0033077,212378,8962,164
VEND8571,BILL0033078,113041,57584,77
VEND4054,BILL0033079,6314,4102,158
VEND1411,BILL0033080,202459,66044,8
VEND3931,BILL0033081,38582,31164,141
VEND5903,BILL0033082,98859,65776,61
VEND8516,BILL0033083,150118,9690,89
VEND8203,BILL0033084,113564,102053,85
VEND1638,BILL0033085,183381,180813,99
VEND9615,BILL0033086,193745,51689,149
VEND6938,BILL0033087,50584,19120,46
VEND9466,BILL0033088,110207,16507,105
VEND5926,BILL0033089,244601,188655,25
VEND9115,BILL0033090,57697,19532,22
VEND6053,BILL0033091,76256,56096,20
VEND1949,BILL0033092,220193,50020,111
VEND6863,BILL0033093,123239,43381,51
VEND9695,BILL0033094,199992,91072,26
VEND9230,BILL0033095,123238,53376,7
VEND5565,BILL0033096,58651,52381,73
VEND6013,BILL0033097,71925,14084,124
VEND7210,BILL0033098,21228,17909,69
VEND9601,BILL0033099,215820,198614,97
VEND4452,BILL0033100,50686,48383,172
VEND5462,BILL0033101,219188,15579,51
VEND4404,BILL0033102,77631,59349,169
VEND1358,BILL0033103,186708,124313,148
VEND3091,BILL0033104,8489,1932,118
VEND2541,BILL0033105,234167,45660,35
VEND6477,BILL0033106,9696,4620,80
VEND7266,BILL0033107,210619,64918,28
VEND1952,BILL0033108,68943,38773,45
VEND6225,BILL0033109,140451,15636,128
VEND1120,BILL0033110,223475,88751,135
VEND4101,BILL0033111,167430,4649,28
VEND4779,BILL0033112,60997,54429,6
VEND9817,BILL0033113,4401,4286,16
VEND5140,BILL0033114,209809,152296,51
VEND7072,BILL0033115,109760,3411,110
VEND9867,BILL0033116,85837,56349,106
VEND7657,BILL0033117,144868,106609,42
VEND2820,BILL0033118,220429,131150,60
VEND1893,BILL0033119,237607,222678,102
VEND9376,BILL0033120,52794,18072,58
VEND5094,BILL0033121,37035,34254,41
VEND7952,BILL0033122,174027,149275,66
VEND6320,BILL0033123,82890,71821,42
VEND1368,BILL0033124,201081,54826,174
VEND2894,BILL0033125,237447,83439,139
VEND9127,BILL0033126,202918,112706,174
VEND2981,BILL0033127,162236,8005,111
VEND4807,BILL0033128,217426,211387,159
VEND4927,BILL0033129,243371,150121,134
VEND3793,BILL0033130,203698,118729,125
VEND9848,BILL0033131,46150,11597,7
VEND2997,BILL0033132,124637,53558,104
VEND5475,BILL0033133,83844,81248,119
VEND9635,BILL0033134,55988,19511,151
VEND3768,BILL0033135,119082,113096,176
VEND3418,BILL0033136,240751,239207,18
VEND8490,BILL0033137,106876,77027,92
VEND7228,BILL0033138,180196,88450,126
VEND5005,BILL0033139,165484,104739,77
VEND6573,BILL0033140,40132,30255,2
VEND5513,BILL0033141,105149,48427,66
VEND9436,BILL0033142,14198,11550,172
VEND5925,BILL0033143,41333,18980,163
VEND9313,BILL0033144,178372,46909,92
VEND9259,BILL0033145,194640,113746,53
VEND1872,BILL0033146,240180,151941,152
VEND7474,BILL0033147,221389,186461,168
VEND6816,BILL0033148,96818,94744,46
VEND4354,BILL0033149,67900,53475,17
VEND7606,BILL0033150,53928,43186,16
VEND3781,BILL0033151,3038,2474,102
VEND7424,BILL0033152,126628,86375,68
VEND5350,BILL0033153,1967,873,65
VEND5368,BILL0033154,165806,23158,122
VEND1351,BILL0033155,240792,185262,179
VEND2555,BILL0033156,201095,120807,60
VEND4582,BILL0033157,104970,31198,64
VEND9957,BILL0033158,50407,15902,70
VEND2824,BILL0033159,76543,67869,99
VEND2898,BILL0033160,136086,54922,16
VEND5221,BILL0033161,219123,143530,34
VEND6266,BILL0033162,106282,61723,130
VEND7004,BILL0033163,40872,40758,97
VEND7934,BILL0033164,153020,76354,26
VEND2566,BILL0033165,14840,384,19
VEND6454,BILL0033166,65792,63823,28
VEND4857,BILL0033167,78963,19465,151
VEND6828,BILL0033168,181522,138458,178
VEND2924,BILL0033169,149780,78976,36
VEND8015,BILL0033170,62010,39360,12
VEND2081,BILL0033171,72790,68799,52
VEND3863,BILL0033172,219996,43716,27
VEND1338,BILL0033173,187562,104913,126
VEND5225,BILL0033174,228293,224200,131
VEND7089,BILL0033175,166716,654,107
